"","y","x","i","j","subj","stimulus","cond"
"48",41.6152832602648,1,1,24,"1","24","1"
"49",41.2689263024698,-1,1,25,"1","25","-1"
"50",44.1629737725077,1,1,25,"1","25","1"
"51",27.445959036601,-1,1,26,"1","26","-1"
"52",42.4137764426619,1,1,26,"1","26","1"
"53",32.0153301642924,-1,1,27,"1","27","-1"
"54",40.2859582910369,1,1,27,"1","27","1"
"55",28.9921590553877,-1,1,28,"1","28","-1"
"56",38.4667583972696,1,1,28,"1","28","1"
"57",21.2952082910824,-1,1,29,"1","29","-1"
"58",35.2905411078695,1,1,29,"1","29","1"
"59",31.3264537177912,-1,1,30,"1","30","-1"
"60",35.9672245744084,1,1,30,"1","30","1"
"61",27.1602314421983,-1,2,1,"2","1","-1"
"62",39.8979914339945,1,2,1,"2","1","1"
"63",22.0605186801144,-1,2,2,"2","2","-1"
"64",36.7480554859255,1,2,2,"2","2","1"
"65",26.2341920008494,-1,2,3,"2","3","-1"
"66",35.4613786834369,1,2,3,"2","3","1"
"67",31.165737462917,-1,2,4,"2","4","-1"
"68",38.1855787272077,1,2,4,"2","4","1"
"69",28.9996586275721,-1,2,5,"2","5","-1"
"70",37.7247277885246,1,2,5,"2","5","1"
"71",30.2276950715767,-1,2,6,"2","6","-1"
"72",38.5829216655218,1,2,6,"2","6","1"
"73",28.9257487524429,-1,2,7,"2","7","-1"
"74",38.7661362716208,1,2,7,"2","7","1"
"75",30.0902259146717,-1,2,8,"2","8","-1"
"76",34.6407225778128,1,2,8,"2","8","1"
"77",27.4800243106346,-1,2,9,"2","9","-1"
"78",36.1420102680137,1,2,9,"2","9","1"
"79",29.7218934149789,-1,2,10,"2","10","-1"
"80",37.5011981173771,1,2,10,"2","10","1"
"81",23.3231994289541,-1,2,11,"2","11","-1"
"82",36.5370771267073,1,2,11,"2","11","1"
"83",27.7278107533732,-1,2,12,"2","12","-1"
"84",36.5711330991771,1,2,12,"2","12","1"
"85",26.9617232869321,-1,2,13,"2","13","-1"
"86",40.5787616129441,1,2,13,"2","13","1"
"87",36.1248627274339,-1,2,14,"2","14","-1"
"88",33.4701845643313,1,2,14,"2","14","1"
"89",29.1800727052003,-1,2,15,"2","15","-1"
"90",34.5867649368435,1,2,15,"2","15","1"
"91",29.1668310727882,-1,2,16,"2","16","-1"
"92",34.3056706497952,1,2,16,"2","16","1"
"93",27.9741700850556,-1,2,17,"2","17","-1"
"94",40.1093818696119,1,2,17,"2","17","1"
"95",20.3586854034143,-1,2,18,"2","18","-1"
"96",36.1357665339057,1,2,18,"2","18","1"
"97",27.203252530489,-1,2,19,"2","19","-1"
"98",32.8544761445377,1,2,19,"2","19","1"
"99",22.738075964096,-1,2,20,"2","20","-1"
"100",31.0961323529647,1,2,20,"2","20","1"
"101",25.023105707134,-1,2,21,"2","21","-1"
"102",37.934591600832,1,2,21,"2","21","1"
"103",31.8832516012099,-1,2,22,"2","22","-1"
"104",40.1105703064407,1,2,22,"2","22","1"
"105",30.3501894735908,-1,2,23,"2","23","-1"
"106",47.0804475033093,1,2,23,"2","23","1"
"107",26.1597638696776,-1,2,24,"2","24","-1"
"108",38.8279338322755,1,2,24,"2","24","1"
"109",28.4533627221619,-1,2,25,"2","25","-1"
"110",43.5907503371052,1,2,25,"2","25","1"
"111",33.9926070049319,-1,2,26,"2","26","-1"
"112",34.0009270393544,1,2,26,"2","26","1"
"113",27.1427645186207,-1,2,27,"2","27","-1"
"114",38.3519472473444,1,2,27,"2","27","1"
"115",27.1352455773064,-1,2,28,"2","28","-1"
"116",36.4187519550522,1,2,28,"2","28","1"
"117",24.3767947216945,-1,2,29,"2","29","-1"
"118",35.302349758942,1,2,29,"2","29","1"
"119",26.5400763641944,-1,2,30,"2","30","-1"
"120",36.6688596580223,1,2,30,"2","30","1"
"121",23.9800024583602,-1,3,1,"3","1","-1"
"122",36.3884481152427,1,3,1,"3","1","1"
"123",23.8025797727676,-1,3,2,"3","2","-1"
"124",30.3905901291932,1,3,2,"3","2","1"
"125",23.1923370744842,-1,3,3,"3","3","-1"
"126",35.6324486955349,1,3,3,"3","3","1"
"127",23.64177892721,-1,3,4,"3","4","-1"
"128",34.51565117317,1,3,4,"3","4","1"
"129",23.2454142911772,-1,3,5,"3","5","-1"
"130",32.7923010325925,1,3,5,"3","5","1"
"131",27.702390454866,-1,3,6,"3","6","-1"
"132",36.3878302833919,1,3,6,"3","6","1"
"133",19.7839047579056,-1,3,7,"3","7","-1"
"134",33.6465249064685,1,3,7,"3","7","1"
"135",28.333953949207,-1,3,8,"3","8","-1"
"136",40.7969183345696,1,3,8,"3","8","1"
"137",18.723379362731,-1,3,9,"3","9","-1"
"138",25.8546795463758,1,3,9,"3","9","1"
"139",34.0640703679163,-1,3,10,"3","10","-1"
"140",33.4050445203671,1,3,10,"3","10","1"
"141",22.3400514868388,-1,3,11,"3","11","-1"
"142",28.2849767975322,1,3,11,"3","11","1"
"143",25.7501763948112,-1,3,12,"3","12","-1"
"144",35.4795425801923,1,3,12,"3","12","1"
"145",28.406471542639,-1,3,13,"3","13","-1"
"146",35.0804252712389,1,3,13,"3","13","1"
"147",27.894739209258,-1,3,14,"3","14","-1"
"148",30.3390917468671,1,3,14,"3","14","1"
"149",22.4354997747451,-1,3,15,"3","15","-1"
"150",38.9956291999714,1,3,15,"3","15","1"
"151",23.3260101706446,-1,3,16,"3","16","-1"
"152",30.3411364891012,1,3,16,"3","16","1"
"153",19.0341406393651,-1,3,17,"3","17","-1"
"154",31.7158195653775,1,3,17,"3","17","1"
"155",22.8395419960556,-1,3,18,"3","18","-1"
"156",34.3105751181845,1,3,18,"3","18","1"
"157",20.483598264137,-1,3,19,"3","19","-1"
"158",31.9667703423067,1,3,19,"3","19","1"
"159",20.8658472816012,-1,3,20,"3","20","-1"
"160",25.315590899646,1,3,20,"3","20","1"
"161",20.7114622507659,-1,3,21,"3","21","-1"
"162",36.603087465002,1,3,21,"3","21","1"
"163",28.7732962212417,-1,3,22,"3","22","-1"
"164",34.5407639559989,1,3,22,"3","22","1"
"165",21.30715433893,-1,3,23,"3","23","-1"
"166",34.7867208880356,1,3,23,"3","23","1"
"167",22.7588063205684,-1,3,24,"3","24","-1"
"168",29.3413817751662,1,3,24,"3","24","1"
"169",25.8788698256311,-1,3,25,"3","25","-1"
"170",35.9096362080269,1,3,25,"3","25","1"
"171",22.4382002174894,-1,3,26,"3","26","-1"
"172",29.8141721080507,1,3,26,"3","26","1"
"173",22.2371605354781,-1,3,27,"3","27","-1"
"174",28.8188525092678,1,3,27,"3","27","1"
"175",22.658487692724,-1,3,28,"3","28","-1"
"176",31.5578507529102,1,3,28,"3","28","1"
"177",26.1145673844434,-1,3,29,"3","29","-1"
"178",27.0314800564222,1,3,29,"3","29","1"
"179",23.3034394951302,-1,3,30,"3","30","-1"
"180",36.2093049869962,1,3,30,"3","30","1"
"181",37.063499388351,-1,4,1,"4","1","-1"
"182",40.0582325278558,1,4,1,"4","1","1"
"183",31.6047202628712,-1,4,2,"4","2","-1"
"184",40.6860526618616,1,4,2,"4","2","1"
"185",29.0672162054937,-1,4,3,"4","3","-1"
"186",39.2583799939222,1,4,3,"4","3","1"
"187",26.5020576183126,-1,4,4,"4","4","-1"
"188",39.5132207925225,1,4,4,"4","4","1"
"189",28.6036852374902,-1,4,5,"4","5","-1"
"190",39.171423168542,1,4,5,"4","5","1"
"191",30.0277762385534,-1,4,6,"4","6","-1"
"192",39.4779279308347,1,4,6,"4","6","1"
"193",29.7610822902944,-1,4,7,"4","7","-1"
"194",44.5855315106171,1,4,7,"4","7","1"
"195",34.7905370983829,-1,4,8,"4","8","-1"
"196",46.2970528500543,1,4,8,"4","8","1"
"197",27.2540529114072,-1,4,9,"4","9","-1"
"198",37.5225970533277,1,4,9,"4","9","1"
"199",31.2850217888563,-1,4,10,"4","10","-1"
"200",45.7368284098596,1,4,10,"4","10","1"
"201",31.3363138871055,-1,4,11,"4","11","-1"
"202",44.1881428509831,1,4,11,"4","11","1"
"203",34.1035478080511,-1,4,12,"4","12","-1"
"204",41.0430097661632,1,4,12,"4","12","1"
"205",36.9247975317269,-1,4,13,"4","13","-1"
"206",42.5959841307894,1,4,13,"4","13","1"
"207",27.1338184114136,-1,4,14,"4","14","-1"
"208",39.1690646201987,1,4,14,"4","14","1"
"209",26.8546792345618,-1,4,15,"4","15","-1"
"210",37.205376456442,1,4,15,"4","15","1"
"211",26.5046494651995,-1,4,16,"4","16","-1"
"212",35.2528420197791,1,4,16,"4","16","1"
"213",27.8376260342907,-1,4,17,"4","17","-1"
"214",44.8495962502176,1,4,17,"4","17","1"
"215",29.4214697042021,-1,4,18,"4","18","-1"
"216",35.321993211069,1,4,18,"4","18","1"
"217",22.1797028797836,-1,4,19,"4","19","-1"
"218",37.7140261158675,1,4,19,"4","19","1"
"219",25.1816724679067,-1,4,20,"4","20","-1"
"220",36.2414739857258,1,4,20,"4","20","1"
"221",36.0739933104652,-1,4,21,"4","21","-1"
"222",46.5429693151617,1,4,21,"4","21","1"
"223",30.250969989079,-1,4,22,"4","22","-1"
"224",38.9833527842453,1,4,22,"4","22","1"
"225",32.947176543579,-1,4,23,"4","23","-1"
"226",42.7233703967447,1,4,23,"4","23","1"
"227",33.0418537471898,-1,4,24,"4","24","-1"
"228",43.2208899822556,1,4,24,"4","24","1"
"229",33.5771799147129,-1,4,25,"4","25","-1"
"230",41.7703844308393,1,4,25,"4","25","1"
"231",30.6182901622174,-1,4,26,"4","26","-1"
"232",39.6553006079436,1,4,26,"4","26","1"
"233",25.9651704531467,-1,4,27,"4","27","-1"
"234",42.6648213094869,1,4,27,"4","27","1"
"235",25.2755208322313,-1,4,28,"4","28","-1"
"236",43.2747510532637,1,4,28,"4","28","1"
"237",26.7269597391002,-1,4,29,"4","29","-1"
"238",35.3190405660153,1,4,29,"4","29","1"
"239",28.5217156750094,-1,4,30,"4","30","-1"
"240",35.8298679164478,1,4,30,"4","30","1"
"241",36.5567256614983,-1,5,1,"5","1","-1"
"242",46.0333463642226,1,5,1,"5","1","1"
"243",32.0257130314827,-1,5,2,"5","2","-1"
"244",42.6960184207409,1,5,2,"5","2","1"
"245",32.4955911583575,-1,5,3,"5","3","-1"
"246",47.6290471515437,1,5,3,"5","3","1"
"247",33.3104519090959,-1,5,4,"5","4","-1"
"248",38.1211934962001,1,5,4,"5","4","1"
"249",28.6781037625745,-1,5,5,"5","5","-1"
"250",45.9475041875713,1,5,5,"5","5","1"
"251",41.0092247987635,-1,5,6,"5","6","-1"
"252",44.7131663053933,1,5,6,"5","6","1"
"253",40.1455340857323,-1,5,7,"5","7","-1"
"254",46.3416705743835,1,5,7,"5","7","1"
"255",42.2542745601313,-1,5,8,"5","8","-1"
"256",48.8707579568402,1,5,8,"5","8","1"
"257",34.4121528275844,-1,5,9,"5","9","-1"
"258",40.3402678235801,1,5,9,"5","9","1"
"259",41.7505635330667,-1,5,10,"5","10","-1"
"260",49.5028404703685,1,5,10,"5","10","1"
"261",35.0469445046164,-1,5,11,"5","11","-1"
"262",40.2181705501122,1,5,11,"5","11","1"
"263",33.1479976561292,-1,5,12,"5","12","-1"
"264",47.9209734214323,1,5,12,"5","12","1"
"265",41.530155133858,-1,5,13,"5","13","-1"
"266",50.0121821147119,1,5,13,"5","13","1"
"267",34.8772715016706,-1,5,14,"5","14","-1"
"268",50.1014495992311,1,5,14,"5","14","1"
"269",32.8691928617688,-1,5,15,"5","15","-1"
"270",42.2780328941789,1,5,15,"5","15","1"
"271",31.9020368240394,-1,5,16,"5","16","-1"
"272",42.1852655419715,1,5,16,"5","16","1"
"273",40.400919618654,-1,5,17,"5","17","-1"
"274",44.9078978674642,1,5,17,"5","17","1"
"275",28.7635123540335,-1,5,18,"5","18","-1"
"276",41.5020109986509,1,5,18,"5","18","1"
"277",35.0248245646093,-1,5,19,"5","19","-1"
"278",39.9998638423353,1,5,19,"5","19","1"
"279",26.9331894476748,-1,5,20,"5","20","-1"
"280",41.2907615506986,1,5,20,"5","20","1"
"281",29.7042206978629,-1,5,21,"5","21","-1"
"282",49.5759323721031,1,5,21,"5","21","1"
"283",31.6488944447261,-1,5,22,"5","22","-1"
"284",46.5937884522104,1,5,22,"5","22","1"
"285",33.7426989614493,-1,5,23,"5","23","-1"
"286",46.8134664569734,1,5,23,"5","23","1"
"287",29.3520588098703,-1,5,24,"5","24","-1"
"288",45.1761904408079,1,5,24,"5","24","1"
"289",28.0241599830806,-1,5,25,"5","25","-1"
"290",47.5202945745913,1,5,25,"5","25","1"
"291",39.0022826075068,-1,5,26,"5","26","-1"
"292",46.828619082634,1,5,26,"5","26","1"
"293",36.5196255632898,-1,5,27,"5","27","-1"
"294",45.4580676584826,1,5,27,"5","27","1"
"295",32.7846249708507,-1,5,28,"5","28","-1"
"296",45.8959478071974,1,5,28,"5","28","1"
"297",27.9781857731467,-1,5,29,"5","29","-1"
"298",43.1025993818058,1,5,29,"5","29","1"
"299",36.7502241852184,-1,5,30,"5","30","-1"
"300",44.6949162620429,1,5,30,"5","30","1"
"301",34.966544715309,-1,6,1,"6","1","-1"
"302",46.6499536880893,1,6,1,"6","1","1"
"303",38.8673726366568,-1,6,2,"6","2","-1"
"304",45.1203463155066,1,6,2,"6","2","1"
"305",33.9571282843391,-1,6,3,"6","3","-1"
"306",43.4546116035757,1,6,3,"6","3","1"
"307",32.2734989600626,-1,6,4,"6","4","-1"
"308",45.3396922899572,1,6,4,"6","4","1"
"309",33.5110974863718,-1,6,5,"6","5","-1"
"310",50.8977943617022,1,6,5,"6","5","1"
"311",36.5845832633714,-1,6,6,"6","6","-1"
"312",41.9671995609601,1,6,6,"6","6","1"
"313",32.5113525694705,-1,6,7,"6","7","-1"
"314",48.1931826624684,1,6,7,"6","7","1"
"315",36.1134914921994,-1,6,8,"6","8","-1"
"316",41.5453503287893,1,6,8,"6","8","1"
"317",38.6737660279503,-1,6,9,"6","9","-1"
"318",43.6019116663447,1,6,9,"6","9","1"
"319",38.1026039979588,-1,6,10,"6","10","-1"
"320",41.6531520301415,1,6,10,"6","10","1"
"321",32.137951155957,-1,6,11,"6","11","-1"
"322",43.4092040211869,1,6,11,"6","11","1"
"323",40.041069177059,-1,6,12,"6","12","-1"
"324",41.6723371439714,1,6,12,"6","12","1"
"325",35.21737878948,-1,6,13,"6","13","-1"
"326",48.5485347974019,1,6,13,"6","13","1"
"327",33.7382374102198,-1,6,14,"6","14","-1"
"328",38.4197160639939,1,6,14,"6","14","1"
"329",27.3847276586655,-1,6,15,"6","15","-1"
"330",44.5045025399503,1,6,15,"6","15","1"
"331",31.5870334257927,-1,6,16,"6","16","-1"
"332",38.6642096914342,1,6,16,"6","16","1"
"333",34.234230741568,-1,6,17,"6","17","-1"
"334",47.6877899757702,1,6,17,"6","17","1"
"335",31.8995919112073,-1,6,18,"6","18","-1"
"336",40.7170956390278,1,6,18,"6","18","1"
"337",29.9612649252817,-1,6,19,"6","19","-1"
"338",46.1012408777981,1,6,19,"6","19","1"
"339",33.4243930122489,-1,6,20,"6","20","-1"
"340",37.6576749156204,1,6,20,"6","20","1"
"341",42.3776391454233,-1,6,21,"6","21","-1"
"342",46.0341916563937,1,6,21,"6","21","1"
"343",37.8126973571876,-1,6,22,"6","22","-1"
"344",45.7791021413793,1,6,22,"6","22","1"
"345",32.6951851223538,-1,6,23,"6","23","-1"
"346",40.2472627021194,1,6,23,"6","23","1"
"347",31.6532732609431,-1,6,24,"6","24","-1"
"348",48.9309541081343,1,6,24,"6","24","1"
"349",37.3170348136012,-1,6,25,"6","25","-1"
"350",45.7779496986612,1,6,25,"6","25","1"
"351",33.1298212811224,-1,6,26,"6","26","-1"
"352",46.9873011990547,1,6,26,"6","26","1"
"353",36.4050391334018,-1,6,27,"6","27","-1"
"354",46.8788193817868,1,6,27,"6","27","1"
"355",33.4943610389537,-1,6,28,"6","28","-1"
"356",47.6378843256312,1,6,28,"6","28","1"
"357",32.3173757142347,-1,6,29,"6","29","-1"
"358",44.9411092152073,1,6,29,"6","29","1"
"359",31.5944325871879,-1,6,30,"6","30","-1"
"360",37.2213488620017,1,6,30,"6","30","1"
"361",23.6325662137497,-1,7,1,"7","1","-1"
"362",41.3946731113496,1,7,1,"7","1","1"
"363",31.834009129999,-1,7,2,"7","2","-1"
"364",40.4196040589933,1,7,2,"7","2","1"
"365",25.4859776571344,-1,7,3,"7","3","-1"
"366",31.5993917671593,1,7,3,"7","3","1"
"367",26.8471924416096,-1,7,4,"7","4","-1"
"368",33.5614002313976,1,7,4,"7","4","1"
"369",26.3426892462252,-1,7,5,"7","5","-1"
"370",38.3162073541634,1,7,5,"7","5","1"
"371",29.4312969039205,-1,7,6,"7","6","-1"
"372",32.5343020350224,1,7,6,"7","6","1"
"373",23.5455118040726,-1,7,7,"7","7","-1"
"374",30.3699250927321,1,7,7,"7","7","1"
"375",28.5026261426309,-1,7,8,"7","8","-1"
"376",32.1730135791409,1,7,8,"7","8","1"
"377",27.1375389241896,-1,7,9,"7","9","-1"
"378",32.6514547380933,1,7,9,"7","9","1"
"379",27.0117038032388,-1,7,10,"7","10","-1"
"380",35.6808174345425,1,7,10,"7","10","1"
"381",23.4591263259658,-1,7,11,"7","11","-1"
"382",29.5551193719217,1,7,11,"7","11","1"
"383",25.1794161021229,-1,7,12,"7","12","-1"
"384",36.8928945047672,1,7,12,"7","12","1"
"385",28.5200830031225,-1,7,13,"7","13","-1"
"386",40.5847611319191,1,7,13,"7","13","1"
"387",24.9657742305736,-1,7,14,"7","14","-1"
"388",31.2738254135166,1,7,14,"7","14","1"
"389",21.9253412454371,-1,7,15,"7","15","-1"
"390",37.8654364683206,1,7,15,"7","15","1"
"391",21.0246868916228,-1,7,16,"7","16","-1"
"392",33.5122999718707,1,7,16,"7","16","1"
"393",26.8146183417554,-1,7,17,"7","17","-1"
"394",35.8535769915757,1,7,17,"7","17","1"
"395",25.2459860055924,-1,7,18,"7","18","-1"
"396",35.9322365242004,1,7,18,"7","18","1"
"397",27.2138100281416,-1,7,19,"7","19","-1"
"398",29.5057785867592,1,7,19,"7","19","1"
"399",25.8972254275862,-1,7,20,"7","20","-1"
"400",34.5164839319511,1,7,20,"7","20","1"
"401",24.6527544251346,-1,7,21,"7","21","-1"
"402",35.7522921758073,1,7,21,"7","21","1"
"403",30.9795104779191,-1,7,22,"7","22","-1"
"404",38.5357363678682,1,7,22,"7","22","1"
"405",30.603476827701,-1,7,23,"7","23","-1"
"406",35.2882425282659,1,7,23,"7","23","1"
"407",21.7124046377502,-1,7,24,"7","24","-1"
"408",34.8292485906163,1,7,24,"7","24","1"
"409",28.5807003874948,-1,7,25,"7","25","-1"
"410",37.5174812005416,1,7,25,"7","25","1"
"411",25.2360258220162,-1,7,26,"7","26","-1"
"412",39.6583008034841,1,7,26,"7","26","1"
"413",24.7668762882933,-1,7,27,"7","27","-1"
"414",31.2388321625023,1,7,27,"7","27","1"
"415",24.8319022913408,-1,7,28,"7","28","-1"
"416",31.2771463728924,1,7,28,"7","28","1"
"417",20.2354692246698,-1,7,29,"7","29","-1"
"418",30.1847583409984,1,7,29,"7","29","1"
"419",24.0454011828992,-1,7,30,"7","30","-1"
"420",33.0314106451756,1,7,30,"7","30","1"
"421",26.908791414846,-1,8,1,"8","1","-1"
"422",34.0315948747627,1,8,1,"8","1","1"
"423",27.7641768615874,-1,8,2,"8","2","-1"
"424",37.2224603398248,1,8,2,"8","2","1"
"425",25.516694448858,-1,8,3,"8","3","-1"
"426",38.4954671114583,1,8,3,"8","3","1"
"427",26.0352756074714,-1,8,4,"8","4","-1"
"428",32.9505005217789,1,8,4,"8","4","1"
"429",25.3605596665082,-1,8,5,"8","5","-1"
"430",29.6128715614289,1,8,5,"8","5","1"
"431",28.5490547001246,-1,8,6,"8","6","-1"
"432",35.417671321628,1,8,6,"8","6","1"
"433",23.3044614774585,-1,8,7,"8","7","-1"
"434",31.2215975998621,1,8,7,"8","7","1"
"435",27.5882602136817,-1,8,8,"8","8","-1"
"436",42.5299601076864,1,8,8,"8","8","1"
"437",25.7824353565403,-1,8,9,"8","9","-1"
"438",33.404060387646,1,8,9,"8","9","1"
"439",32.5886807212342,-1,8,10,"8","10","-1"
"440",37.5826476536205,1,8,10,"8","10","1"
"441",28.4888830170977,-1,8,11,"8","11","-1"
"442",25.7198419239693,1,8,11,"8","11","1"
"443",25.3497811397936,-1,8,12,"8","12","-1"
"444",42.477311883224,1,8,12,"8","12","1"
"445",31.9648354510416,-1,8,13,"8","13","-1"
"446",40.964053331086,1,8,13,"8","13","1"
"447",29.3712827778342,-1,8,14,"8","14","-1"
"448",29.4857343739009,1,8,14,"8","14","1"
"449",29.0342433537034,-1,8,15,"8","15","-1"
"450",34.0726794183188,1,8,15,"8","15","1"
"451",24.0826449071467,-1,8,16,"8","16","-1"
"452",32.8160717738546,1,8,16,"8","16","1"
"453",26.405031998033,-1,8,17,"8","17","-1"
"454",43.1618183972834,1,8,17,"8","17","1"
"455",16.7118508491617,-1,8,18,"8","18","-1"
"456",33.2738415512586,1,8,18,"8","18","1"
"457",23.1431178962815,-1,8,19,"8","19","-1"
"458",27.8532825204315,1,8,19,"8","19","1"
"459",20.9404761576499,-1,8,20,"8","20","-1"
"460",29.5069483763496,1,8,20,"8","20","1"
"461",29.8267629651964,-1,8,21,"8","21","-1"
"462",38.5256856826377,1,8,21,"8","21","1"
"463",27.9049033488358,-1,8,22,"8","22","-1"
"464",35.1896423782279,1,8,22,"8","22","1"
"465",27.6373771839228,-1,8,23,"8","23","-1"
"466",30.948744176263,1,8,23,"8","23","1"
"467",23.0789009870361,-1,8,24,"8","24","-1"
"468",34.1554916045156,1,8,24,"8","24","1"
"469",32.5346226369835,-1,8,25,"8","25","-1"
"470",36.8329991611562,1,8,25,"8","25","1"
"471",29.3204390506217,-1,8,26,"8","26","-1"
"472",40.0214626095163,1,8,26,"8","26","1"
"473",26.8905791722723,-1,8,27,"8","27","-1"
"474",37.1392061362423,1,8,27,"8","27","1"
"475",24.0433013625341,-1,8,28,"8","28","-1"
"476",38.3964847748209,1,8,28,"8","28","1"
"477",22.8266900521823,-1,8,29,"8","29","-1"
"478",28.6692659710909,1,8,29,"8","29","1"
"479",20.9943900981784,-1,8,30,"8","30","-1"
"480",28.756680049256,1,8,30,"8","30","1"
"481",32.7882204282867,-1,9,1,"9","1","-1"
"482",40.2558172098171,1,9,1,"9","1","1"
"483",27.7954786086106,-1,9,2,"9","2","-1"
"484",41.3618048946034,1,9,2,"9","2","1"
"485",25.3941266200918,-1,9,3,"9","3","-1"
"486",38.5299107673159,1,9,3,"9","3","1"
"487",28.239504522327,-1,9,4,"9","4","-1"
"488",41.380414867365,1,9,4,"9","4","1"
"489",32.53390284866,-1,9,5,"9","5","-1"
"490",43.2090424516798,1,9,5,"9","5","1"
"491",28.06379990713,-1,9,6,"9","6","-1"
"492",43.6987153840779,1,9,6,"9","6","1"
"493",31.2097955892622,-1,9,7,"9","7","-1"
"494",40.2967270465586,1,9,7,"9","7","1"
"495",33.829848955419,-1,9,8,"9","8","-1"
"496",39.0011618919409,1,9,8,"9","8","1"
"497",24.7642482899938,-1,9,9,"9","9","-1"
"498",42.0209534196502,1,9,9,"9","9","1"
"499",30.9936349112472,-1,9,10,"9","10","-1"
"500",44.3027156906891,1,9,10,"9","10","1"
"501",25.627811798409,-1,9,11,"9","11","-1"
"502",38.6767200250855,1,9,11,"9","11","1"
"503",27.4380532515045,-1,9,12,"9","12","-1"
"504",39.3615861099656,1,9,12,"9","12","1"
"505",37.4332874138183,-1,9,13,"9","13","-1"
"506",47.4595370069897,1,9,13,"9","13","1"
"507",25.4968014292568,-1,9,14,"9","14","-1"
"508",41.6490317164392,1,9,14,"9","14","1"
"509",28.8496874429084,-1,9,15,"9","15","-1"
"510",36.0515602914683,1,9,15,"9","15","1"
"511",27.2611438247453,-1,9,16,"9","16","-1"
"512",32.7978711632793,1,9,16,"9","16","1"
"513",30.4728226508263,-1,9,17,"9","17","-1"
"514",37.5953469039113,1,9,17,"9","17","1"
"515",23.3357663379848,-1,9,18,"9","18","-1"
"516",34.2146654541323,1,9,18,"9","18","1"
"517",31.8881883905695,-1,9,19,"9","19","-1"
"518",37.0800499037681,1,9,19,"9","19","1"
"519",27.8831385323736,-1,9,20,"9","20","-1"
"520",42.2335032601318,1,9,20,"9","20","1"
"521",32.5198213574057,-1,9,21,"9","21","-1"
"522",39.7734160084734,1,9,21,"9","21","1"
"523",33.556654014516,-1,9,22,"9","22","-1"
"524",37.0564149948952,1,9,22,"9","22","1"
"525",32.4467974801566,-1,9,23,"9","23","-1"
"526",38.1484138165695,1,9,23,"9","23","1"
"527",29.9348917994984,-1,9,24,"9","24","-1"
"528",41.8815032719759,1,9,24,"9","24","1"
"529",26.7859257045122,-1,9,25,"9","25","-1"
"530",48.8508588250128,1,9,25,"9","25","1"
"531",32.1725443738171,-1,9,26,"9","26","-1"
"532",43.8994128759452,1,9,26,"9","26","1"
"533",31.7018332231028,-1,9,27,"9","27","-1"
"534",41.307343433963,1,9,27,"9","27","1"
"535",27.8398931292373,-1,9,28,"9","28","-1"
"536",41.1823577396462,1,9,28,"9","28","1"
"537",26.5027249912121,-1,9,29,"9","29","-1"
"538",34.4001697701862,1,9,29,"9","29","1"
