"","subj","y","cond","timebin"
"55","1",36.1177351549188,"2",5.5
"56","1",36.1700820016815,"2",5.6
"57","1",36.1275578354485,"2",5.7
"58","1",36.0126557346412,"2",5.8
"59","1",36.0926664177793,"2",5.9
"60","1",35.96234599206,"2",6
"61","1",36.090303678608,"2",6.1
"62","1",36.1824001232604,"2",6.2
"63","1",35.9903498953799,"2",6.3
"64","1",36.0673296565377,"2",6.4
"65","1",36.1707750388891,"2",6.5
"66","1",36.1844482722455,"2",6.6
"67","1",36.1948510974047,"2",6.7
"68","1",36.2366416600719,"2",6.8
"69","1",36.0994531260403,"2",6.9
"70","1",36.1084677427285,"2",7
"71","2",36.3831365552892,"1",0.0999999999999996
"72","2",36.2306359427806,"1",0.2
"73","2",36.3188816945795,"1",0.3
"74","2",36.1801550434986,"1",0.4
"75","2",36.3012797484925,"1",0.5
"76","2",36.3762980114847,"1",0.6
"77","2",36.3853801560166,"1",0.7
"78","2",36.2419052988196,"1",0.8
"79","2",36.0459247105343,"1",0.9
"80","2",36.1481008359879,"1",1
"81","2",36.0989195327769,"1",1.1
"82","2",35.9564598414768,"1",1.2
"83","2",36.1462298913567,"1",1.3
"84","2",36.1123296200349,"1",1.4
"85","2",36.0135757181025,"1",1.5
"86","2",36.072882868111,"1",1.6
"87","2",35.9986672995776,"1",1.7
"88","2",36.0021508805208,"1",1.8
"89","2",36.0267986370278,"1",1.9
"90","2",35.9226541847528,"1",2
"91","2",36.0575665590081,"1",2.1
"92","2",35.9234105414666,"1",2.2
"93","2",35.8600058296176,"1",2.3
"94","2",36.0211062292475,"1",2.4
"95","2",35.9196323044974,"1",2.5
"96","2",35.9595292154748,"1",2.6
"97","2",35.8922040072178,"1",2.7
"98","2",35.8507708347442,"1",2.8
"99","2",35.8661239659967,"1",2.9
"100","2",35.8402915755145,"1",3
"101","2",35.935234415187,"1",3.1
"102","2",35.9003557659554,"1",3.2
"103","2",35.8475953615724,"1",3.3
"104","2",35.6417569636871,"1",3.4
"105","2",35.8195279204838,"1",3.5
"106","2",35.8301290802718,"1",3.6
"107","2",35.6008123625025,"1",3.7
"108","2",35.7494278353857,"1",3.8
"109","2",35.6258270741877,"1",3.9
"110","2",35.6437885312887,"1",4
"111","2",35.5810815016352,"1",4.1
"112","2",35.5768781459887,"1",4.2
"113","2",35.5866877041097,"1",4.3
"114","2",35.8232131443741,"1",4.4
"115","2",35.5452749870435,"1",4.5
"116","2",35.6716114497415,"1",4.6
"117","2",35.6585764439568,"1",4.7
"118","2",35.6198244380978,"1",4.8
"119","2",35.5839221967598,"1",4.9
"120","2",35.6358345369473,"1",5
"121","2",35.4071965101815,"1",5.1
"122","2",35.4987469016785,"1",5.2
"123","2",35.4914446939358,"1",5.3
"124","2",35.4817175527267,"1",5.4
"125","2",35.5354708582498,"1",5.5
"126","2",35.4052331029189,"1",5.6
"127","2",35.4351121434336,"1",5.7
"128","2",35.5638452687276,"1",5.8
"129","2",35.4307735952352,"1",5.9
"130","2",35.4647156023105,"1",6
"131","2",35.5309414059241,"1",6.1
"132","2",35.4248461742852,"1",6.2
"133","2",35.4439907346733,"1",6.3
"134","2",35.3414244275528,"1",6.4
"135","2",35.3584425399899,"1",6.5
"136","2",35.4214236492879,"1",6.6
"137","2",35.4044255650799,"1",6.7
"138","2",35.3957084954383,"1",6.8
"139","2",35.464911385844,"1",6.9
"140","2",35.6024808464032,"1",7
"141","3",36.31650342588,"1",0.0999999999999996
"142","3",36.324316863529,"1",0.2
"143","3",36.3289570113378,"1",0.3
"144","3",36.3038812048655,"1",0.4
"145","3",36.3072617013607,"1",0.5
"146","3",36.229453912199,"1",0.6
"147","3",36.2514372736518,"1",0.7
"148","3",36.3503143549837,"1",0.8
"149","3",36.2643608568965,"1",0.9
"150","3",36.2410228370023,"1",1
"151","3",36.1115425155224,"1",1.1
"152","3",36.081668890343,"1",1.2
"153","3",36.0221156703758,"1",1.3
"154","3",36.1286499602348,"1",1.4
"155","3",36.1271270476995,"1",1.5
"156","3",36.1674675746633,"1",1.6
"157","3",35.9980185528587,"1",1.7
"158","3",36.085869668148,"1",1.8
"159","3",35.90921763265,"1",1.9
"160","3",36.0501410499698,"1",2
"161","3",35.8904645512768,"1",2.1
"162","3",36.0316553183427,"1",2.2
"163","3",35.7490095372821,"1",2.3
"164","3",35.9925961637668,"1",2.4
"165","3",35.921083737919,"1",2.5
"166","3",35.8513934436179,"1",2.6
"167","3",36.0293359766969,"1",2.7
"168","3",35.9400116046165,"1",2.8
"169","3",35.8951092813835,"1",2.9
"170","3",35.7976931221521,"1",3
"171","3",35.8098684586366,"1",3.1
"172","3",35.839370599448,"1",3.2
"173","3",35.8561553009701,"1",3.3
"174","3",35.7500891264588,"1",3.4
"175","3",35.666472109781,"1",3.5
"176","3",35.8509360991971,"1",3.6
"177","3",35.7621457425767,"1",3.7
"178","3",35.6632293144387,"1",3.8
"179","3",35.7905763287211,"1",3.9
"180","3",35.5503821845894,"1",4
"181","3",35.7148707054605,"1",4.1
"182","3",35.6738716497439,"1",4.2
"183","3",35.629787492517,"1",4.3
"184","3",35.5071074029296,"1",4.4
"185","3",35.6328148363613,"1",4.5
"186","3",35.3829924560792,"1",4.6
"187","3",35.7166521032882,"1",4.7
"188","3",35.5891491913224,"1",4.8
"189","3",35.6319743411696,"1",4.9
"190","3",35.5888054825211,"1",5
"191","3",35.6025183345377,"1",5.1
"192","3",35.6129205543465,"1",5.2
"193","3",35.6037469763328,"1",5.3
"194","3",35.6470710566226,"1",5.4
"195","3",35.4591879749065,"1",5.5
"196","3",35.6335715431922,"1",5.6
"197","3",35.6110681210992,"1",5.7
"198","3",35.389083518747,"1",5.8
"199","3",35.5665660328479,"1",5.9
"200","3",35.4938363328284,"1",6
"201","3",35.6791983919383,"1",6.1
"202","3",35.5969359882125,"1",6.2
"203","3",35.521151546476,"1",6.3
"204","3",35.5211481935929,"1",6.4
"205","3",35.5659673944619,"1",6.5
"206","3",35.6383879884581,"1",6.6
"207","3",35.6414236089007,"1",6.7
"208","3",35.4748261044072,"1",6.8
"209","3",35.3758608999685,"1",6.9
"210","3",35.5112221465794,"1",7
"211","4",36.3559167402816,"1",0.0999999999999996
"212","4",36.3473480438551,"1",0.2
"213","4",36.3094573059427,"1",0.3
"214","4",36.4066738773033,"1",0.4
"215","4",36.0581343720517,"1",0.5
"216","4",36.0853115703097,"1",0.6
"217","4",36.1814517305905,"1",0.7
"218","4",36.266916494442,"1",0.8
"219","4",36.0906332434697,"1",0.9
"220","4",36.2526940538526,"1",1
"221","4",36.0582052788077,"1",1.1
"222","4",36.0986254948277,"1",1.2
"223","4",36.0520710536015,"1",1.3
"224","4",35.9909498287088,"1",1.4
"225","4",35.9893374225296,"1",1.5
"226","4",35.9932030963202,"1",1.6
"227","4",35.9559686923118,"1",1.7
"228","4",35.9566212924685,"1",1.8
"229","4",35.7330880956158,"1",1.9
"230","4",35.9223154787993,"1",2
"231","4",35.6893955139213,"1",2.1
"232","4",35.8768675472795,"1",2.2
"233","4",35.6222022778679,"1",2.3
"234","4",35.7872653705327,"1",2.4
"235","4",35.7750158024435,"1",2.5
"236","4",35.6544452954072,"1",2.6
"237","4",35.6870660973044,"1",2.7
"238","4",35.631389986885,"1",2.8
"239","4",35.5400481658497,"1",2.9
"240","4",35.6771868608372,"1",3
"241","4",35.6903794103151,"1",3.1
"242","4",35.577571835768,"1",3.2
"243","4",35.4748872715752,"1",3.3
"244","4",35.4946391208861,"1",3.4
"245","4",35.4913298071466,"1",3.5
"246","4",35.6291648191611,"1",3.6
"247","4",35.3932039156284,"1",3.7
"248","4",35.4568015435837,"1",3.8
"249","4",35.3417160492017,"1",3.9
"250","4",35.4125502348205,"1",4
"251","4",35.3210182053044,"1",4.1
"252","4",35.3667453072889,"1",4.2
"253","4",35.2285629941014,"1",4.3
"254","4",35.1681666768244,"1",4.4
"255","4",35.276024534669,"1",4.5
"256","4",35.3659631502267,"1",4.6
"257","4",35.4084335007107,"1",4.7
"258","4",35.2027054627854,"1",4.8
"259","4",35.1686652986612,"1",4.9
"260","4",35.237869096939,"1",5
"261","4",35.176489672717,"1",5.1
"262","4",35.1653071039453,"1",5.2
"263","4",35.3106656812105,"1",5.3
"264","4",35.2559065559356,"1",5.4
"265","4",35.179886844237,"1",5.5
"266","4",35.2027572751142,"1",5.6
"267","4",35.3742014408835,"1",5.7
"268","4",35.1451483434888,"1",5.8
"269","4",35.1161825767983,"1",5.9
"270","4",35.1519911365983,"1",6
"271","4",35.2204225621812,"1",6.1
"272","4",35.0510323667962,"1",6.2
"273","4",35.1363230373526,"1",6.3
"274","4",35.0358400320366,"1",6.4
"275","4",35.1060011982982,"1",6.5
"276","4",35.0666866067473,"1",6.6
"277","4",35.1159536969245,"1",6.7
"278","4",35.0355566584635,"1",6.8
"279","4",35.1419927887501,"1",6.9
"280","4",35.2071587349173,"1",7
"281","5",36.4549657223841,"1",0.0999999999999996
"282","5",36.4921137971642,"1",0.2
"283","5",36.3244217371889,"1",0.3
"284","5",36.426825502787,"1",0.4
"285","5",36.3508385624312,"1",0.5
"286","5",36.3108184764724,"1",0.6
"287","5",36.5431661672925,"1",0.7
"288","5",36.260757547373,"1",0.8
"289","5",36.3050566582353,"1",0.9
"290","5",36.2549245969941,"1",1
"291","5",36.2351857804104,"1",1.1
"292","5",36.1619116143815,"1",1.2
"293","5",36.2557486695865,"1",1.3
"294","5",36.2857466256918,"1",1.4
"295","5",36.1572786614168,"1",1.5
"296","5",36.1870718825436,"1",1.6
"297","5",36.2496704268163,"1",1.7
"298","5",36.3325485826782,"1",1.8
"299","5",36.1827946386895,"1",1.9
"300","5",36.1098728975299,"1",2
"301","5",36.1432039778933,"1",2.1
"302","5",36.0621877985477,"1",2.2
"303","5",36.0020690813628,"1",2.3
"304","5",36.0783660050924,"1",2.4
"305","5",36.146462589244,"1",2.5
"306","5",36.1634351215026,"1",2.6
"307","5",36.0312554740449,"1",2.7
"308","5",35.9779715040906,"1",2.8
"309","5",36.034928054693,"1",2.9
"310","5",35.9440432752558,"1",3
"311","5",35.8071384895809,"1",3.1
"312","5",35.884043209776,"1",3.2
"313","5",35.8544791931795,"1",3.3
"314","5",36.0548561421467,"1",3.4
"315","5",35.9600710987093,"1",3.5
"316","5",35.9227191277357,"1",3.6
"317","5",35.929139237715,"1",3.7
"318","5",35.9134828079089,"1",3.8
"319","5",36.0147404688987,"1",3.9
"320","5",35.9514151166879,"1",4
"321","5",35.9962481788914,"1",4.1
"322","5",35.7885528929843,"1",4.2
"323","5",35.9085142833237,"1",4.3
"324","5",35.8796474354762,"1",4.4
"325","5",35.8069744681386,"1",4.5
"326","5",35.9230105566696,"1",4.6
"327","5",35.8226669340046,"1",4.7
"328","5",35.7709118880709,"1",4.8
"329","5",35.8540996618162,"1",4.9
"330","5",35.9442019662947,"1",5
"331","5",35.8430264106739,"1",5.1
"332","5",35.7389041613917,"1",5.2
"333","5",35.7614939355038,"1",5.3
"334","5",35.8619557801264,"1",5.4
"335","5",35.9271363055246,"1",5.5
"336","5",35.7924137173321,"1",5.6
"337","5",35.8326044879772,"1",5.7
"338","5",35.8378069261294,"1",5.8
"339","5",35.8075829405016,"1",5.9
"340","5",35.7245568610674,"1",6
"341","5",35.6725106767569,"1",6.1
"342","5",36.0487080710919,"1",6.2
"343","5",35.7649883710021,"1",6.3
"344","5",35.7321237684126,"1",6.4
"345","5",35.8632454737098,"1",6.5
"346","5",35.7964815666606,"1",6.6
"347","5",35.8195542567842,"1",6.7
"348","5",35.8555049913456,"1",6.8
"349","5",35.76013083296,"1",6.9
"350","5",35.8674937980221,"1",7
"351","6",36.571653783131,"2",0.0999999999999996
"352","6",36.3197452536106,"2",0.2
"353","6",36.5101070927639,"2",0.3
"354","6",36.2897876113804,"2",0.4
"355","6",36.408328761791,"2",0.5
"356","6",36.4946532263167,"2",0.6
"357","6",36.3857477830578,"2",0.7
"358","6",36.2876328602413,"2",0.8
"359","6",36.2947267588837,"2",0.9
"360","6",36.3924517013051,"2",1
"361","6",36.4915114911236,"2",1.1
"362","6",36.3886405452828,"2",1.2
"363","6",36.1818593123448,"2",1.3
"364","6",36.2453922478066,"2",1.4
"365","6",36.3939872090871,"2",1.5
"366","6",36.4072324119642,"2",1.6
"367","6",36.3069235419581,"2",1.7
"368","6",36.2251721528291,"2",1.8
"369","6",36.2319381809342,"2",1.9
"370","6",36.3832843830632,"2",2
"371","6",36.3524941733597,"2",2.1
"372","6",36.3508788953168,"2",2.2
"373","6",36.3362278169449,"2",2.3
"374","6",36.1734317876957,"2",2.4
"375","6",36.1877361060214,"2",2.5
"376","6",36.164253893147,"2",2.6
"377","6",36.3763757626541,"2",2.7
"378","6",36.405391107371,"2",2.8
"379","6",36.3174727512376,"2",2.9
"380","6",36.4423210129225,"2",3
"381","6",36.03336204361,"2",3.1
"382","6",36.142204190918,"2",3.2
"383","6",36.1891781560784,"2",3.3
"384","6",36.2145163245014,"2",3.4
"385","6",36.2172191658344,"2",3.5
"386","6",36.1884214840058,"2",3.6
"387","6",36.3846008698682,"2",3.7
"388","6",36.2052654358978,"2",3.8
"389","6",36.230425666741,"2",3.9
"390","6",36.1480852163858,"2",4
"391","6",36.1725404183969,"2",4.1
"392","6",36.1337689352535,"2",4.2
"393","6",36.2731769067541,"2",4.3
"394","6",36.2550980980942,"2",4.4
"395","6",36.3242819681782,"2",4.5
"396","6",36.1022272211522,"2",4.6
"397","6",36.1520813830955,"2",4.7
"398","6",36.1868578672712,"2",4.8
"399","6",36.0805489594336,"2",4.9
"400","6",36.1476786509185,"2",5
"401","6",36.2273513494795,"2",5.1
"402","6",36.1537574725757,"2",5.2
"403","6",36.075431296249,"2",5.3
"404","6",36.2175771059135,"2",5.4
"405","6",36.2884121454455,"2",5.5
"406","6",36.2033022593155,"2",5.6
"407","6",36.0786186457462,"2",5.7
"408","6",36.3177764237972,"2",5.8
"409","6",36.1611948668637,"2",5.9
"410","6",36.2490524664957,"2",6
"411","6",36.0867143751681,"2",6.1
"412","6",36.2380998202147,"2",6.2
"413","6",36.2390669295256,"2",6.3
"414","6",36.0571068388337,"2",6.4
"415","6",36.051837675233,"2",6.5
"416","6",36.1841872169684,"2",6.6
"417","6",36.3634230026842,"2",6.7
"418","6",36.0395752195448,"2",6.8
"419","6",36.2317623377773,"2",6.9
"420","6",36.055663693681,"2",7
"421","7",36.2454878137793,"1",0.0999999999999996
"422","7",36.2577278628124,"1",0.2
"423","7",36.1829891660536,"1",0.3
"424","7",36.326902165288,"1",0.4
"425","7",36.1659290120234,"1",0.5
"426","7",36.1682965750658,"1",0.6
"427","7",36.1587297420587,"1",0.7
"428","7",36.2600939255229,"1",0.8
"429","7",36.0250638667625,"1",0.9
"430","7",36.0965882185746,"1",1
"431","7",36.1385863033096,"1",1.1
"432","7",36.1086841251659,"1",1.2
"433","7",36.0036198015727,"1",1.3
"434","7",36.0481778508147,"1",1.4
"435","7",36.1474216601368,"1",1.5
"436","7",35.9102540304153,"1",1.6
"437","7",35.9760669518167,"1",1.7
"438","7",35.839341591385,"1",1.8
"439","7",35.9260327221268,"1",1.9
"440","7",35.7276390984805,"1",2
"441","7",35.6685683926296,"1",2.1
"442","7",35.6832489830923,"1",2.2
"443","7",35.8680228703646,"1",2.3
"444","7",35.6261823861568,"1",2.4
"445","7",35.7298144519599,"1",2.5
"446","7",35.8022840165075,"1",2.6
"447","7",35.7167358067856,"1",2.7
"448","7",35.6915198525987,"1",2.8
"449","7",35.6251774386304,"1",2.9
"450","7",35.8762903498184,"1",3
"451","7",35.5558035206024,"1",3.1
"452","7",35.681357254102,"1",3.2
"453","7",35.6488603453001,"1",3.3
"454","7",35.57127536206,"1",3.4
"455","7",35.5511857004862,"1",3.5
"456","7",35.63454335126,"1",3.6
"457","7",35.5119884389793,"1",3.7
"458","7",35.4789935918395,"1",3.8
"459","7",35.4783322028834,"1",3.9
"460","7",35.397188929343,"1",4
"461","7",35.4503588700758,"1",4.1
"462","7",35.4384771438622,"1",4.2
"463","7",35.3869268465754,"1",4.3
"464","7",35.4713735356025,"1",4.4
"465","7",35.5038030825565,"1",4.5
"466","7",35.3630828611708,"1",4.6
"467","7",35.4004862984592,"1",4.7
"468","7",35.3457563122685,"1",4.8
"469","7",35.2134359470896,"1",4.9
"470","7",35.4807663158726,"1",5
"471","7",35.3430928518037,"1",5.1
"472","7",35.2828796033143,"1",5.2
"473","7",35.4865636701692,"1",5.3
"474","7",35.2759474779199,"1",5.4
"475","7",35.284054028002,"1",5.5
"476","7",35.2951772523269,"1",5.6
"477","7",35.3276772966129,"1",5.7
"478","7",35.1633467003637,"1",5.8
"479","7",35.3321121198952,"1",5.9
"480","7",35.237918110415,"1",6
"481","7",35.2256601812038,"1",6.1
"482","7",35.2625373506331,"1",6.2
"483","7",35.2688395084367,"1",6.3
"484","7",35.1677224913702,"1",6.4
"485","7",35.248726546252,"1",6.5
"486","7",35.2464289523887,"1",6.6
"487","7",35.1471195603971,"1",6.7
"488","7",35.1191094608305,"1",6.8
"489","7",35.3613716128641,"1",6.9
"490","7",35.2183382318789,"1",7
"491","8",36.3857698544507,"1",0.0999999999999996
"492","8",36.3358852078324,"1",0.2
"493","8",36.4071128870486,"1",0.3
"494","8",36.4501388210937,"1",0.4
"495","8",36.2433042715341,"1",0.5
"496","8",36.2980426892655,"1",0.6
"497","8",36.3366216800335,"1",0.7
"498","8",36.2324057339705,"1",0.8
"499","8",36.3605383385531,"1",0.9
"500","8",36.1791155915173,"1",1
"501","8",36.2694593986387,"1",1.1
"502","8",36.2836487125427,"1",1.2
"503","8",36.1667904021289,"1",1.3
"504","8",36.1215102498595,"1",1.4
"505","8",36.2283674679252,"1",1.5
"506","8",35.9563038002443,"1",1.6
"507","8",35.8648965766674,"1",1.7
"508","8",36.0434914191515,"1",1.8
"509","8",35.8029141530649,"1",1.9
"510","8",35.9898992296336,"1",2
"511","8",36.1036578966514,"1",2.1
"512","8",35.9507321393566,"1",2.2
"513","8",36.0449167823071,"1",2.3
"514","8",35.9885489325935,"1",2.4
"515","8",35.9667000729608,"1",2.5
"516","8",35.7806615814514,"1",2.6
"517","8",35.7959438398263,"1",2.7
"518","8",35.7823050496313,"1",2.8
"519","8",35.9837029053768,"1",2.9
"520","8",35.7559004650617,"1",3
"521","8",35.7737127891464,"1",3.1
"522","8",35.7692618593286,"1",3.2
"523","8",35.5701430617276,"1",3.3
"524","8",35.7715892572371,"1",3.4
"525","8",35.8064429546669,"1",3.5
"526","8",35.8319429875527,"1",3.6
"527","8",35.692399256182,"1",3.7
"528","8",35.6454521095249,"1",3.8
"529","8",35.7297791430747,"1",3.9
"530","8",35.6417295785135,"1",4
"531","8",35.6740286397622,"1",4.1
"532","8",35.6791213831522,"1",4.2
"533","8",35.7647604926383,"1",4.3
"534","8",35.5924886240537,"1",4.4
"535","8",35.714090639166,"1",4.5
"536","8",35.6301279623077,"1",4.6
"537","8",35.5055506855483,"1",4.7
"538","8",35.7005817483132,"1",4.8
"539","8",35.7375556020133,"1",4.9
"540","8",35.4617348907652,"1",5
"541","8",35.5018541031809,"1",5.1
"542","8",35.6377576906125,"1",5.2
"543","8",35.6418588562187,"1",5.3
"544","8",35.4882822422724,"1",5.4
"545","8",35.5615202784069,"1",5.5
"546","8",35.6411825837496,"1",5.6
"547","8",35.5176384165921,"1",5.7
"548","8",35.6696998191121,"1",5.8
"549","8",35.8086682659443,"1",5.9
"550","8",35.7187800829987,"1",6
"551","8",35.5655262243324,"1",6.1
"552","8",35.3865200578149,"1",6.2
"553","8",35.5866064661289,"1",6.3
"554","8",35.4489689385691,"1",6.4
"555","8",35.4101398137264,"1",6.5
"556","8",35.4554112602906,"1",6.6
"557","8",35.4065219452898,"1",6.7
"558","8",35.6614401795631,"1",6.8
"559","8",35.566089100762,"1",6.9
"560","8",35.305823370218,"1",7
"561","9",36.3863908986742,"1",0.0999999999999996
"562","9",36.2250021100972,"1",0.2
"563","9",36.2262064119823,"1",0.3
"564","9",36.3035483248046,"1",0.4
"565","9",36.1737147544981,"1",0.5
"566","9",36.2150510968341,"1",0.6
"567","9",36.3341049201551,"1",0.7
"568","9",36.1335330565861,"1",0.8
"569","9",36.0851197341175,"1",0.9
"570","9",36.1994381337723,"1",1
"571","9",35.9627954971038,"1",1.1
"572","9",36.1887197560142,"1",1.2
"573","9",36.0721577978663,"1",1.3
"574","9",36.1771053202227,"1",1.4
"575","9",36.0341055400676,"1",1.5
"576","9",35.9638887816332,"1",1.6
"577","9",35.9918163480378,"1",1.7
"578","9",35.9491432549956,"1",1.8
"579","9",35.9907336632099,"1",1.9
"580","9",35.7756218997884,"1",2
"581","9",35.8491209486002,"1",2.1
"582","9",35.7705477776327,"1",2.2
"583","9",35.8728641625587,"1",2.3
"584","9",35.8850404375118,"1",2.4
"585","9",35.8447005464192,"1",2.5
"586","9",35.83501967336,"1",2.6
"587","9",35.6945984402797,"1",2.7
"588","9",35.6675464440043,"1",2.8
"589","9",35.765271714914,"1",2.9
"590","9",35.7523675536071,"1",3
"591","9",35.6558489776879,"1",3.1
"592","9",35.6890965816074,"1",3.2
"593","9",35.7054865264128,"1",3.3
"594","9",35.6483143981173,"1",3.4
"595","9",35.5987006769799,"1",3.5
"596","9",35.6603499466385,"1",3.6
"597","9",35.4820811589441,"1",3.7
"598","9",35.5272187231738,"1",3.8
"599","9",35.4903253380487,"1",3.9
"600","9",35.6727030460307,"1",4
"601","9",35.5195782975599,"1",4.1
"602","9",35.6317560353435,"1",4.2
"603","9",35.4730470512805,"1",4.3
"604","9",35.556808927869,"1",4.4
"605","9",35.3502693461216,"1",4.5
"606","9",35.4527803814806,"1",4.6
"607","9",35.6763281062186,"1",4.7
"608","9",35.5869425068806,"1",4.8
"609","9",35.4435684966097,"1",4.9
"610","9",35.3322864029642,"1",5
"611","9",35.4592722547729,"1",5.1
"612","9",35.4610708783821,"1",5.2
"613","9",35.3646181740088,"1",5.3
"614","9",35.2903638253388,"1",5.4
"615","9",35.2160473504328,"1",5.5
"616","9",35.4134934368426,"1",5.6
"617","9",35.40218397747,"1",5.7
"618","9",35.5198694354452,"1",5.8
"619","9",35.3462413566972,"1",5.9
"620","9",35.5841617610692,"1",6
"621","9",35.3586100480319,"1",6.1
"622","9",35.2845195786453,"1",6.2
"623","9",35.3475821080469,"1",6.3
"624","9",35.4034416036415,"1",6.4
"625","9",35.4373978420894,"1",6.5
"626","9",35.219003303545,"1",6.6
"627","9",35.2597925415015,"1",6.7
"628","9",35.2618271276351,"1",6.8
"629","9",35.2132634235009,"1",6.9
"630","9",35.2570788073865,"1",7
"631","10",36.3987511297667,"2",0.0999999999999996
"632","10",36.5232539188533,"2",0.2
"633","10",36.5033613590934,"2",0.3
"634","10",36.5567153045941,"2",0.4
"635","10",36.4124969045657,"2",0.5
"636","10",36.3133450571979,"2",0.6
"637","10",36.3795770208699,"2",0.7
"638","10",36.2897637997581,"2",0.8
"639","10",36.3729624222479,"2",0.9
"640","10",36.3547537217457,"2",1
"641","10",36.2623432513248,"2",1.1
"642","10",36.3099398045693,"2",1.2
"643","10",36.1012162050083,"2",1.3
"644","10",36.3146463090635,"2",1.4
"645","10",36.2594451945754,"2",1.5
"646","10",36.3332641533776,"2",1.6
"647","10",36.424707420165,"2",1.7
"648","10",36.2227543585328,"2",1.8
"649","10",36.3077488260293,"2",1.9
"650","10",36.3062526299692,"2",2
"651","10",36.3349840460045,"2",2.1
"652","10",36.3633124803886,"2",2.2
"653","10",36.3532874032397,"2",2.3
"654","10",36.2819469918234,"2",2.4
"655","10",36.275113523187,"2",2.5
"656","10",36.2961200174647,"2",2.6
"657","10",36.2573406363347,"2",2.7
"658","10",36.2442380019923,"2",2.8
"659","10",36.3949660652248,"2",2.9
"660","10",36.281644160195,"2",3
"661","10",36.3199981141557,"2",3.1
"662","10",36.2353649010457,"2",3.2
"663","10",36.2514967475361,"2",3.3
"664","10",36.1930302468196,"2",3.4
"665","10",36.126406927652,"2",3.5
"666","10",36.3000227066126,"2",3.6
"667","10",36.4506152577595,"2",3.7
"668","10",36.1355311446076,"2",3.8
"669","10",36.1718174451159,"2",3.9
"670","10",36.1931814568703,"2",4
"671","10",36.1805145494857,"2",4.1
"672","10",36.2515391620763,"2",4.2
"673","10",36.1158287791137,"2",4.3
"674","10",36.1643345162202,"2",4.4
"675","10",36.2566510869199,"2",4.5
"676","10",36.1729961407382,"2",4.6
"677","10",36.049996438351,"2",4.7
"678","10",36.2549277278328,"2",4.8
"679","10",35.9989107317248,"2",4.9
"680","10",36.2158005247792,"2",5
"681","10",36.1560720294939,"2",5.1
"682","10",36.0783806148173,"2",5.2
"683","10",36.2576670490704,"2",5.3
"684","10",36.1908211529643,"2",5.4
"685","10",36.1788756046446,"2",5.5
"686","10",36.0795392673483,"2",5.6
"687","10",36.100997104703,"2",5.7
"688","10",36.149784088016,"2",5.8
"689","10",36.1779062081845,"2",5.9
"690","10",36.2450248630445,"2",6
"691","10",36.093058690505,"2",6.1
"692","10",36.2341507239061,"2",6.2
"693","10",36.1068479293018,"2",6.3
"694","10",36.1823290753622,"2",6.4
"695","10",36.184313285223,"2",6.5
"696","10",36.0588180544987,"2",6.6
"697","10",36.1094438476043,"2",6.7
"698","10",36.0935324685852,"2",6.8
"699","10",36.0778000175767,"2",6.9
"700","10",36.2097570082696,"2",7
"701","11",36.4206782339726,"2",0.0999999999999996
"702","11",36.4566888477471,"2",0.2
"703","11",36.2934866980111,"2",0.3
"704","11",36.2584681676176,"2",0.4
"705","11",36.4163878642578,"2",0.5
"706","11",36.415405292296,"2",0.6
